City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Nyurba,RU,63.28,118.33,64.08,38,100,1.81,overcast clouds
351,Fraga,ES,41.52,0.35,71.6,68,0,13.87,clear sky
352,Westport,US,41.14,-73.36,73.4,64,1,11.41,clear sky
353,Soyo,AO,-6.13,12.37,70.92,88,47,3.67,scattered clouds
354,Chokurdakh,RU,70.63,147.92,41.79,69,96,5.19,overcast clouds
355,Nantucket,US,41.28,-70.1,64.4,93,1,6.93,clear sky
356,Ferrol,ES,43.48,-8.24,66.0,100,75,4.7,broken clouds
357,Sept-Iles,CA,50.2,-66.38,57.0,76,40,3.36,scattered clouds
358,Raudeberg,NO,61.99,5.14,62.01,90,96,5.32,overcast clouds
359,Pundaguitan,PH,6.37,126.17,84.11,72,29,5.66,scattered clouds
360,Souillac,MU,-20.52,57.52,62.6,82,75,8.05,broken clouds
361,Narsaq,GL,60.92,-46.05,44.6,70,0,3.36,clear sky
362,Fortuna,US,40.6,-124.16,64.99,89,1,2.42,clear sky
363,Tongliao,CN,43.61,122.27,77.14,27,0,6.42,clear sky
364,Alofi,NU,-19.06,-169.92,80.6,78,7,6.93,clear sky
365,Zaysan,KZ,47.47,84.87,84.67,18,57,1.12,broken clouds
366,Gat,IL,31.61,34.76,73.99,36,0,9.19,clear sky
367,Santa Cruz,BO,-17.8,-63.17,46.4,81,90,17.22,overcast clouds
368,Brae,GB,60.4,-1.35,59.0,93,61,19.46,broken clouds
369,Semnan,IR,35.57,53.4,91.4,21,0,2.24,clear sky
370,Luderitz,NA,-26.65,15.16,59.14,30,0,6.42,clear sky
371,Sharjah,AE,25.36,55.4,95.0,71,67,8.05,haze
372,Salinopolis,BR,-0.61,-47.36,79.18,83,67,10.49,broken clouds
373,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,74.91,88,67,9.6,light rain
374,Tual,ID,-5.67,132.75,79.18,82,16,12.68,few clouds
375,Palmer,US,42.16,-72.33,60.01,82,1,4.7,clear sky
376,Rio Grande,BR,-32.03,-52.1,36.0,92,14,11.21,few clouds
377,Tsiroanomandidy,MG,-18.77,46.03,69.44,47,64,4.29,broken clouds
378,Makanya,TZ,-4.37,37.83,67.86,77,83,3.27,broken clouds
379,Borogontsy,RU,62.67,131.17,61.25,32,48,6.24,scattered clouds
380,Mercedes,AR,-34.65,-59.43,41.0,43,0,1.01,clear sky
381,Xinzhou,CN,38.41,112.73,73.63,58,43,3.33,scattered clouds
382,Inyonga,TZ,-6.72,32.07,65.46,60,60,7.27,broken clouds
383,San Pedro,PH,14.35,121.02,80.6,83,52,2.24,broken clouds
384,Agadez,NE,19.75,10.25,83.95,16,1,9.86,clear sky
385,Porto De Moz,BR,-1.75,-52.24,74.62,73,60,4.9,broken clouds
386,Maniitsoq,GL,65.42,-52.9,48.72,81,0,5.7,clear sky
387,Florence,IT,43.77,11.25,70.0,77,0,2.24,clear sky
388,Xichang,CN,27.9,102.26,79.14,56,12,2.3,few clouds
389,Porto Torres,IT,40.84,8.4,75.2,73,0,5.82,clear sky
390,Rio Gallegos,AR,-51.62,-69.22,42.8,70,100,12.75,overcast clouds
391,Baraboo,US,43.47,-89.74,68.0,72,1,6.93,clear sky
392,Estevan,CA,49.13,-102.98,71.01,82,1,6.93,clear sky
393,Simbahan,PH,6.3,120.58,84.18,73,26,7.36,scattered clouds
394,Marawi,PH,8.0,124.29,84.99,72,56,7.0,light rain
395,West Bay,KY,19.37,-81.42,82.99,80,100,1.01,overcast clouds
396,Chepareria,KE,1.31,35.2,64.31,75,15,2.82,few clouds
397,Fuerte Olimpo,PY,-21.04,-57.87,48.09,88,100,7.0,light rain
398,Hohhot,CN,40.81,111.65,75.2,57,40,2.24,scattered clouds
399,Ca Mau,VN,9.18,105.15,92.32,53,97,7.56,overcast clouds
400,Clyde River,CA,70.47,-68.59,43.88,86,100,8.7,overcast clouds
401,Vestmanna,FO,62.16,-7.17,55.4,82,75,10.29,broken clouds
402,Buraydah,SA,26.33,43.98,82.4,34,8,4.7,clear sky
403,Campoverde,PE,-8.48,-74.81,71.96,97,100,2.84,light rain
404,Rognan,NO,67.1,15.39,50.0,95,97,1.52,overcast clouds
405,Weiser,US,44.25,-116.97,73.99,49,1,3.67,clear sky
406,Hualmay,PE,-11.1,-77.61,59.79,83,96,4.85,overcast clouds
407,Koygorodok,RU,60.45,51.0,54.01,86,82,8.72,broken clouds
408,Malanje,AO,-9.54,16.34,61.12,90,71,7.2,broken clouds
409,Bilibino,RU,68.05,166.44,42.17,83,100,6.51,light rain
410,Romny,UA,50.75,33.47,64.94,72,99,8.3,overcast clouds
411,Wanning,CN,18.8,110.4,86.49,70,100,6.53,light rain
412,Chicama,PE,-7.84,-79.15,61.12,82,100,5.5,overcast clouds
413,Sao Filipe,CV,14.9,-24.5,75.97,76,71,4.92,broken clouds
414,Port-Gentil,GA,-0.72,8.78,74.43,81,100,10.78,overcast clouds
415,Guerrero Negro,MX,27.98,-114.06,76.69,71,100,8.39,overcast clouds
416,Puri,IN,19.8,85.85,82.4,88,75,12.75,haze
417,Puerto Princesa,PH,9.74,118.74,88.43,66,29,8.23,scattered clouds
418,Imbituba,BR,-28.24,-48.67,51.8,53,80,16.11,broken clouds
419,Northam,GB,51.03,-4.22,64.0,84,75,20.0,broken clouds
420,Naze,JP,28.37,129.48,89.6,70,20,5.82,few clouds
421,Vershino-Shakhtaminskiy,RU,51.3,117.89,72.93,51,4,10.71,clear sky
422,Altamont,US,42.21,-121.74,70.0,40,1,8.05,clear sky
423,Nizwa,OM,22.93,57.53,99.63,28,85,2.73,overcast clouds
424,Lyubytino,RU,58.81,33.39,58.73,65,0,2.64,clear sky
425,Djibo,BF,14.1,-1.63,82.4,64,100,9.28,overcast clouds
426,Deputatskiy,RU,69.3,139.9,39.63,74,98,3.27,overcast clouds
427,Jumla,NP,29.27,82.18,73.99,95,73,5.39,broken clouds
428,San Juan,AR,-31.54,-68.54,45.01,50,0,5.64,clear sky
429,Aykhal,RU,66.0,111.5,60.8,41,38,2.24,scattered clouds
430,Yaya,RU,56.21,86.44,66.38,62,100,5.28,overcast clouds
431,Leningradskiy,RU,69.38,178.42,42.31,88,99,6.71,overcast clouds
432,Moree,AU,-29.47,149.85,66.2,53,40,17.22,scattered clouds
433,Quepos,CR,9.42,-84.17,69.8,100,75,5.82,broken clouds
434,Hamilton,US,39.18,-84.53,69.01,93,1,3.96,clear sky
435,Pizarro,CO,4.95,-77.37,77.0,88,96,9.69,light rain
436,Ntchisi,MW,-13.53,33.91,55.98,96,91,10.02,overcast clouds
437,Puerto Leguizamo,CO,-0.19,-74.78,72.9,98,82,0.76,moderate rain
438,Acapulco,MX,16.86,-99.89,80.44,81,99,3.53,light rain
439,Ordynskoye,RU,54.37,81.9,68.7,43,47,11.86,scattered clouds
440,Mungaa,TZ,-4.97,34.88,59.61,81,84,13.42,broken clouds
441,Burkburnett,US,34.1,-98.57,75.99,64,1,9.17,clear sky
442,La Ronge,CA,55.1,-105.28,59.0,72,20,8.08,few clouds
443,Tateyama,JP,34.98,139.87,95.0,66,20,12.75,few clouds
444,Cabo San Lucas,MX,22.89,-109.91,78.01,95,100,3.0,overcast clouds
445,Nanakuli,US,21.39,-158.15,84.0,61,1,9.17,clear sky
446,Chilca,PE,-12.52,-76.74,60.8,82,90,9.17,overcast clouds
447,Pochutla,MX,15.74,-96.47,78.01,88,100,3.69,light rain
448,Dunedin,NZ,-45.87,170.5,48.99,91,100,1.99,overcast clouds
449,Bonthe,SL,7.53,-12.51,76.24,86,100,10.49,light rain
450,Truckee,US,39.33,-120.18,64.4,31,40,4.29,scattered clouds
451,Itaunja,IN,27.08,80.92,86.0,74,40,13.87,haze
452,Jasper,US,37.2,-94.35,71.6,56,1,5.82,clear sky
453,Serenje,ZM,-13.23,30.24,57.34,77,32,9.15,scattered clouds
454,Fukuma,JP,33.77,130.47,100.99,66,20,14.99,few clouds
455,Vao,NC,-22.67,167.48,71.53,76,15,9.91,few clouds
456,Batagay-Alyta,RU,67.8,130.41,47.21,53,44,5.46,scattered clouds
457,Berlevag,NO,70.86,29.09,48.2,87,18,5.82,few clouds
458,Camana,PE,-16.62,-72.71,59.23,81,53,9.89,broken clouds
459,Rafaela,AR,-31.25,-61.49,41.0,39,0,6.51,clear sky
460,Pointe Michel,DM,15.25,-61.38,80.58,83,5,6.02,clear sky
461,Kruisfontein,ZA,-34.0,24.73,50.0,93,6,4.07,clear sky
462,Blind River,CA,46.18,-82.96,68.0,88,90,8.05,overcast clouds
463,Adrar,MR,20.5,-10.07,88.59,41,27,6.6,scattered clouds
464,Bathsheba,BB,13.22,-59.52,80.6,88,20,6.93,few clouds
465,Aitape,PG,-3.14,142.35,85.98,69,75,9.26,broken clouds
466,Pravia,ES,43.49,-6.15,64.4,55,52,13.87,broken clouds
467,El Coyote,MX,25.7,-103.27,81.0,31,32,10.58,scattered clouds
468,College,US,64.86,-147.8,60.8,63,75,3.33,shower rain
469,Beyneu,KZ,45.32,55.2,84.29,20,7,9.62,clear sky
470,Havoysund,NO,71.0,24.66,50.0,93,75,5.82,broken clouds
471,Port Lincoln,AU,-34.73,135.87,53.71,55,58,24.54,broken clouds
472,Ritchie,ZA,-29.04,24.6,32.0,62,2,10.25,clear sky
473,Goya,AR,-29.14,-59.26,37.47,75,0,2.82,clear sky
474,Wukari,NG,7.85,9.78,71.64,97,100,5.08,light rain
475,Kayes,ML,14.0,-11.0,80.6,88,20,4.7,few clouds
476,Santa Maria,BR,-29.68,-53.81,35.6,82,0,2.24,clear sky
477,Portmore,JM,17.97,-76.87,82.4,74,75,10.29,broken clouds
478,Selma,US,36.57,-119.61,87.8,32,20,6.93,haze
479,Pacifica,US,37.61,-122.49,64.4,77,20,9.17,few clouds
480,Oum Hadjer,TD,13.3,19.7,76.33,88,18,8.25,few clouds
481,Magadi,IN,12.97,77.23,81.0,83,75,10.29,mist
482,Kidal,ML,18.44,1.41,86.02,39,6,8.59,clear sky
483,Lazaro Cardenas,MX,17.96,-102.2,79.48,85,100,4.94,light rain
484,Newtonmore,GB,57.07,-4.12,62.01,72,100,12.75,light rain
485,Tancheng,CN,27.44,115.5,94.91,53,98,1.81,light rain
486,Akyab,MM,20.15,92.9,80.87,86,100,11.14,light rain
487,Graham,US,47.05,-122.29,69.01,88,90,2.84,light rain
488,Gravdal,NO,68.12,13.5,48.2,81,75,10.29,broken clouds
489,Paamiut,GL,61.99,-49.67,43.99,82,0,1.72,clear sky
490,Calafell,ES,41.2,1.57,75.0,100,21,6.98,few clouds
491,Namibe,AO,-15.2,12.15,58.8,80,95,1.36,overcast clouds
492,Nuristan,AF,35.3,70.83,53.1,53,1,7.29,clear sky
493,Umm Lajj,SA,25.02,37.27,89.98,43,0,7.87,clear sky
494,Hermiston,US,45.84,-119.29,78.8,39,1,8.05,clear sky
495,Igarka,RU,67.47,86.58,55.33,90,100,10.18,light rain
496,Itoman,JP,26.12,127.67,91.4,66,40,14.99,shower rain
497,Qasigiannguit,GL,68.82,-51.19,41.0,76,41,1.74,scattered clouds
498,Saint-Joseph,RE,-21.37,55.62,72.0,43,27,8.05,scattered clouds
499,Seoul,KR,37.57,126.98,86.0,83,75,9.42,light rain
500,Bridgetown,BB,13.1,-59.62,80.6,88,20,6.93,few clouds
501,Antalaha,MG,-14.9,50.28,72.57,84,76,7.85,light rain
502,Swidwin,PL,53.77,15.78,64.0,73,41,7.63,scattered clouds
503,Manakara,MG,-22.13,48.02,69.66,83,5,2.46,clear sky
504,Malakal,SS,9.53,31.66,75.54,87,79,1.74,broken clouds
505,Pichayevo,RU,53.24,42.2,57.69,58,0,5.68,clear sky
506,Itamaraca,BR,-7.75,-34.83,75.2,94,90,10.29,shower rain
507,Yaan,NG,7.38,8.57,72.12,96,100,5.79,moderate rain
508,Havre,FR,49.58,0.33,68.0,68,75,13.87,broken clouds
509,Najran,SA,17.49,44.13,80.6,22,32,4.7,scattered clouds
510,Qaqortoq,GL,60.72,-46.03,44.6,70,0,3.36,clear sky
511,Uvalde,US,29.37,-99.77,80.01,65,40,9.17,scattered clouds
512,Monster,NL,52.03,4.17,75.99,67,100,5.01,light rain
513,Morwa,IN,22.9,73.83,83.64,81,96,5.53,overcast clouds
514,Sulangan,PH,11.14,123.72,83.48,74,100,5.77,overcast clouds
515,Katherine,AU,-14.47,132.27,96.8,25,0,6.93,clear sky
516,Coahuayana,MX,18.73,-103.68,77.83,84,100,0.04,overcast clouds
517,Uruzgan,AF,32.83,66.0,81.1,13,0,0.67,clear sky
518,North Platte,US,41.12,-100.77,73.4,69,1,9.17,clear sky
519,Gamba,GA,-2.65,10.0,70.68,88,91,3.29,overcast clouds
520,Rocha,UY,-34.48,-54.33,37.92,77,0,8.75,clear sky
521,Port Augusta,AU,-32.5,137.77,59.0,47,90,24.16,overcast clouds
522,Chifeng,CN,42.27,118.96,73.2,38,0,4.79,clear sky
523,Maurawan,IN,26.43,80.88,86.0,74,40,13.87,haze
524,Floro,NO,61.6,5.03,64.4,88,75,8.05,broken clouds
525,Ust-Nera,RU,64.57,143.2,52.43,43,27,7.78,scattered clouds
526,Muros,ES,42.78,-9.06,66.0,84,72,11.99,light rain
527,Kuching,MY,1.55,110.33,87.8,70,20,5.82,few clouds
528,Auki,SB,-8.77,160.7,83.32,74,17,1.25,light rain
529,Hannibal,US,39.71,-91.36,68.0,77,1,3.36,clear sky
530,Bloomfield,US,40.81,-74.19,71.6,72,1,5.44,clear sky
531,Versalles,FR,48.8,2.13,72.0,77,100,9.17,overcast clouds
532,Mareeba,AU,-17.0,145.43,88.0,39,1,7.0,clear sky
533,Port Blair,IN,11.67,92.75,85.69,70,95,10.76,overcast clouds
534,Micheweni,TZ,-4.97,39.83,76.66,77,96,7.94,light rain
535,Ota,JP,36.3,139.37,102.0,34,4,4.0,clear sky
536,Bowen,AU,-20.02,148.23,82.99,20,0,9.17,clear sky
537,Los Llanos De Aridane,ES,28.66,-17.92,71.6,78,0,10.29,clear sky
538,Chabahar,IR,25.29,60.64,89.6,70,40,13.87,scattered clouds
539,Aksu,CN,41.12,80.26,82.27,29,83,2.57,broken clouds
540,Tooele,US,40.53,-112.3,82.4,46,1,9.17,clear sky
541,Xining,CN,36.62,101.77,72.3,49,100,3.44,overcast clouds
542,Beaverlodge,CA,55.22,-119.44,57.2,93,90,3.18,light intensity shower rain
543,Diu,IN,20.71,70.98,81.41,87,100,13.87,moderate rain
544,Birjand,IR,32.87,59.22,84.2,14,0,12.82,clear sky
545,Chipinge,ZW,-20.19,32.62,56.25,93,71,5.26,broken clouds
546,Nanortalik,GL,60.14,-45.24,44.96,70,0,5.19,clear sky
547,Zyryanka,RU,65.75,150.85,47.82,53,100,17.0,overcast clouds
548,Novikovo,RU,51.15,37.89,61.18,67,76,9.78,broken clouds
549,Carutapera,BR,-1.2,-46.02,75.92,87,14,5.23,few clouds
550,Kastamonu,TR,41.5,33.67,59.05,76,46,3.47,scattered clouds
551,Vanavara,RU,60.34,102.28,71.49,44,0,7.18,clear sky
552,Zelenogorskiy,RU,55.03,87.0,60.8,67,40,6.71,scattered clouds
553,Port Macquarie,AU,-31.43,152.92,69.01,39,66,1.01,broken clouds
554,Paracatu,BR,-17.22,-46.87,76.17,42,99,5.06,overcast clouds
555,Onguday,RU,50.75,86.15,71.56,36,52,2.39,broken clouds
556,Rocky Mount,US,35.94,-77.79,73.4,94,90,4.7,overcast clouds
557,Neuquen,AR,-38.95,-68.06,39.2,80,0,5.44,clear sky
558,Kununurra,AU,-15.77,128.73,96.8,14,1,8.05,clear sky
559,Krasnovishersk,RU,60.41,57.08,55.49,89,63,8.12,broken clouds
560,Saint-Pierre,RE,-21.34,55.48,72.0,43,25,8.05,scattered clouds
561,Ambovombe,MG,-25.17,46.08,67.46,81,95,10.11,overcast clouds
562,Saint-Paul,RE,-21.01,55.27,72.0,60,79,5.82,broken clouds
563,Napanee,CA,44.25,-76.95,73.0,68,75,8.05,broken clouds
564,Tucuman,AR,-26.82,-65.22,37.4,64,0,9.17,smoke
565,Ordzhonikidze,KZ,52.44,61.74,60.06,69,41,12.26,scattered clouds
566,Axim,GH,4.87,-2.24,74.91,87,100,11.39,light rain
567,Mumford,GH,5.26,-0.76,74.03,91,100,12.12,light rain
568,Mana,GF,5.66,-53.78,77.86,85,38,10.67,scattered clouds
569,Namatanai,PG,-3.67,152.43,84.67,73,27,9.75,scattered clouds
570,Ambon,ID,-3.7,128.18,86.0,70,40,8.05,scattered clouds
571,Prince Rupert,CA,54.32,-130.32,60.8,77,90,9.17,overcast clouds
572,Goulburn,AU,-34.75,149.72,50.0,68,60,21.7,light rain
573,Noyabrsk,RU,63.2,75.45,60.01,82,95,10.16,overcast clouds
574,Pogar,RU,52.55,33.26,56.35,93,100,6.13,light rain
575,Chiredzi,ZW,-21.05,31.67,61.38,82,81,5.26,broken clouds
576,Butembo,CD,0.15,29.28,61.0,94,68,1.72,broken clouds
577,San Jeronimo,PE,-11.95,-75.28,50.94,68,99,2.21,light rain
578,Nishihara,JP,26.18,127.76,91.4,70,40,13.87,scattered clouds
579,Maralal,KE,1.1,36.7,58.48,90,25,5.82,scattered clouds
580,Coihaique,CL,-45.58,-72.07,37.4,89,78,5.82,broken clouds
581,Sonamukhi,IN,23.3,87.42,87.39,72,96,7.96,moderate rain
582,Kapit,MY,2.02,112.93,96.64,43,90,1.9,overcast clouds
583,Nortelandia,BR,-14.45,-56.8,59.18,74,99,12.1,overcast clouds
584,Bang Mun Nak,TH,16.03,100.38,76.28,92,100,2.37,overcast clouds
585,Kibara,TZ,-2.15,33.45,68.0,94,75,5.82,broken clouds
586,Nuuk,GL,64.18,-51.72,46.4,72,0,10.29,clear sky
587,Bosaso,SO,11.28,49.18,91.0,46,51,20.8,broken clouds
588,Lypnyazhka,UA,48.45,31.08,71.83,51,3,5.03,clear sky
589,Antofagasta,CL,-23.65,-70.4,55.4,76,75,11.41,broken clouds
590,Mahibadhoo,MV,3.78,72.97,83.37,64,83,4.56,broken clouds
591,Xam Nua,LA,20.42,104.04,76.68,77,100,1.48,light rain
592,Chokwe,MZ,-24.53,32.98,59.34,89,0,4.03,clear sky
593,Sahuaripa,MX,29.05,-109.23,77.5,80,27,4.65,light rain
594,Puerto Del Rosario,ES,28.5,-13.86,71.6,83,0,12.75,clear sky
595,Teyateyaneng,LS,-29.15,27.75,29.8,74,0,1.41,clear sky
596,Opunake,NZ,-39.46,173.86,53.01,87,56,1.99,light rain
597,Kysyl-Syr,RU,63.9,122.76,64.0,34,33,4.94,scattered clouds
598,Aukra,NO,62.79,6.92,59.0,93,81,6.93,broken clouds
599,Black Forest,US,39.01,-104.7,66.0,63,75,6.93,broken clouds
600,Mago,RU,53.25,140.18,67.37,43,24,16.6,few clouds
601,Canon City,US,38.44,-105.24,68.0,45,75,6.93,broken clouds
602,Wasilla,US,61.58,-149.44,69.8,64,40,0.78,scattered clouds
603,Christchurch,NZ,-43.53,172.63,51.01,93,100,8.05,light rain
604,Chaumont,FR,48.12,5.13,72.0,69,35,9.26,scattered clouds
605,Plettenberg Bay,ZA,-34.05,23.37,53.49,82,30,2.66,scattered clouds
606,Atambua,ID,-9.11,124.89,86.02,36,0,1.45,clear sky
607,Tevaitoa,PF,-16.78,-151.5,78.21,78,4,25.81,light rain
608,Ramsar,IR,36.92,50.64,78.8,78,0,1.63,clear sky
609,Hof,DE,50.32,11.92,62.01,76,0,5.01,clear sky
610,Verkhnevilyuysk,RU,63.45,120.32,66.9,39,53,0.85,broken clouds
611,Faya,SA,18.39,42.45,71.6,45,16,8.12,few clouds
612,Santa Branca,BR,-23.4,-45.88,57.2,93,75,3.36,light intensity drizzle
613,Singaparna,ID,-7.35,108.11,87.03,44,12,7.16,few clouds
614,Gao,ML,16.64,1.64,84.06,55,49,10.07,scattered clouds
615,Fairview,US,40.81,-74.0,73.4,73,1,6.93,clear sky
616,Tabou,CI,4.42,-7.35,74.77,84,82,8.75,broken clouds
617,Aasiaat,GL,68.71,-52.87,41.79,73,61,6.53,broken clouds
618,Am Timan,TD,11.03,20.28,71.47,95,46,2.98,scattered clouds
619,Svetlaya,RU,46.54,138.33,72.72,45,21,12.33,few clouds
620,Zaragoza,ES,41.66,-0.88,71.6,73,2,3.36,clear sky
621,Poum,NC,-20.23,164.02,73.09,66,0,5.99,clear sky
622,Kailua,US,21.4,-157.74,80.6,65,75,12.75,broken clouds
623,Anaconda,US,46.13,-112.94,66.2,45,1,3.36,clear sky
624,Tekeli,KZ,44.83,78.82,74.01,28,54,8.72,broken clouds
625,Taoudenni,ML,22.68,-3.98,94.15,14,0,4.38,clear sky
626,Bac Lieu,VN,9.29,105.72,89.22,60,70,7.43,broken clouds
627,Vilhena,BR,-12.74,-60.15,53.92,82,51,9.69,broken clouds
628,Belyy Yar,RU,53.6,91.39,71.6,60,86,4.47,overcast clouds
629,Pisco,PE,-13.7,-76.22,59.0,82,75,4.7,broken clouds
630,Grindavik,IS,63.84,-22.43,46.4,87,99,4.7,overcast clouds
631,Makubetsu,JP,45.37,141.82,71.6,60,75,16.11,broken clouds
632,Auka,HN,14.93,-83.83,76.28,93,99,2.57,light rain
633,Hargeysa,SO,9.56,44.06,72.9,61,0,28.81,clear sky
634,Constantine,DZ,36.37,6.61,77.0,41,4,2.24,clear sky
635,Straumen,NO,63.87,11.3,64.4,68,71,12.75,broken clouds
636,Banyumas,ID,-7.51,109.29,91.87,46,76,4.38,broken clouds
637,Chumikan,RU,54.72,135.31,67.62,42,47,7.4,scattered clouds
638,Oga,IT,46.46,10.35,60.8,100,75,1.12,broken clouds
639,Yatou,CN,37.15,122.38,69.4,91,100,8.01,light rain
640,Mildura,AU,-34.2,142.15,57.2,50,87,16.11,overcast clouds
641,Tari,NG,12.41,4.49,74.84,85,70,7.27,broken clouds
642,Ligayan,PH,4.65,119.47,84.87,69,50,7.61,scattered clouds
643,Cafarnaum,BR,-11.69,-41.47,61.99,94,67,5.48,broken clouds
644,Alenquer,BR,-1.94,-54.74,77.0,100,76,4.7,broken clouds
645,Araguaina,BR,-7.19,-48.21,73.85,36,18,2.39,few clouds
646,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,38.21,71,0,3.38,clear sky
647,Sakakah,SA,29.97,40.21,80.6,19,0,6.93,clear sky
648,Kungurtug,RU,50.6,97.52,65.25,62,62,7.94,moderate rain
649,Mehamn,NO,71.04,27.85,48.2,87,20,5.82,few clouds
650,Lilongwe,MW,-13.97,33.79,61.56,78,77,5.3,broken clouds
651,Bhalki,IN,18.03,77.22,71.76,95,100,16.06,heavy intensity rain
652,Sterling,US,39.01,-77.43,72.0,78,20,5.82,few clouds
653,West Wendover,US,40.74,-114.07,87.8,8,1,11.41,haze
654,Billings,US,45.78,-108.5,75.2,38,75,8.05,broken clouds
655,Khor,RU,47.89,134.95,71.47,65,0,10.8,clear sky
656,Coruripe,BR,-10.13,-36.18,74.26,89,78,9.62,light rain
657,Hirara,JP,24.8,125.28,89.6,74,40,17.22,scattered clouds
658,Springfield,US,37.22,-93.3,69.01,68,1,6.93,clear sky
659,Khartoum,SD,15.55,32.53,82.4,61,71,9.17,broken clouds
660,Rzhaksa,RU,52.13,42.03,58.44,62,0,5.35,clear sky
661,Chongwe,ZM,-15.33,28.68,57.2,87,73,9.17,broken clouds
662,Cooma,AU,-36.23,149.13,42.8,93,75,17.22,broken clouds
663,Boa Vista,BR,2.82,-60.67,82.4,74,39,4.7,scattered clouds
664,Victor Harbor,AU,-35.57,138.62,52.0,73,32,4.0,light rain
665,Doka,SD,13.52,35.77,71.78,95,64,10.49,light rain
666,Samarai,PG,-10.62,150.67,77.79,75,21,9.13,few clouds
667,Teguldet,RU,57.31,88.17,70.16,44,97,5.1,overcast clouds
668,Inhambane,MZ,-23.86,35.38,66.16,72,65,5.68,broken clouds
669,Richards Bay,ZA,-28.78,32.04,60.3,81,9,6.55,clear sky
670,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,76.73,82,8,1.54,clear sky
671,Debre Tabor,ET,11.85,38.02,57.69,85,22,1.83,few clouds
672,Entre Rios,BR,-11.94,-38.08,67.1,99,63,3.53,broken clouds
673,Alvaro Obregon,MX,19.37,-99.22,62.6,77,75,4.7,broken clouds
674,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,75.72,76,0,2.04,clear sky
675,Canberra,AU,-35.28,149.13,48.2,70,90,24.16,light intensity shower rain
676,Nuevo Progreso,MX,23.17,-97.95,79.0,66,1,2.93,clear sky
677,Kichera,RU,55.94,110.1,71.76,42,11,2.95,few clouds
678,Jiexiu,CN,37.02,111.91,78.53,50,33,4.63,scattered clouds
679,Polna,CZ,49.49,15.72,61.0,78,0,5.14,clear sky
680,Korla,CN,41.76,86.15,82.17,30,54,9.71,broken clouds
681,Vallenar,CL,-28.57,-70.76,54.21,58,0,1.7,clear sky
682,Traverse City,US,44.76,-85.62,73.4,64,90,12.75,overcast clouds
683,Trinidad,BO,-14.83,-64.9,54.18,54,100,13.58,overcast clouds
684,Nelson Bay,AU,-32.72,152.15,66.0,34,30,28.86,scattered clouds
685,Zajecar,RS,43.9,22.26,57.0,99,0,1.01,clear sky
686,Porto Walter,BR,-8.27,-72.74,72.77,97,40,2.01,scattered clouds
687,Necochea,AR,-38.55,-58.74,37.99,73,0,5.01,clear sky
688,Romitan,UZ,39.93,64.38,84.2,28,0,6.93,clear sky
689,Petatlan,MX,17.52,-101.27,78.4,87,100,1.72,light rain
690,Kurchum,KZ,48.57,83.65,80.67,20,94,11.92,overcast clouds
691,Meulaboh,ID,4.14,96.13,84.65,71,94,6.15,light rain
692,Erice,IT,38.04,12.59,82.0,88,0,3.36,clear sky
693,Teplodar,UA,46.51,30.33,68.0,60,0,8.95,clear sky
694,Okha,RU,53.57,142.95,62.37,55,3,20.2,clear sky
695,Surgut,RU,61.25,73.42,59.0,100,75,4.47,broken clouds
696,Druskininkai,LT,54.02,23.97,57.2,100,60,2.89,fog
697,Amparafaravola,MG,-17.58,48.22,61.74,78,61,4.32,broken clouds
698,Lumphat,KH,13.49,106.98,86.85,68,66,1.16,broken clouds
699,Bulgan,MN,48.81,103.53,67.84,69,100,7.63,light rain
700,Soe,ID,-9.86,124.28,86.31,23,0,12.26,clear sky
701,Tagusao,PH,9.19,117.81,86.22,66,32,4.38,scattered clouds
702,Kiama,AU,-34.68,150.87,62.01,49,83,12.77,broken clouds
